"Region: PAC"
"Geographic Zones: All"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 42294"
"#Species Reported: 466"
"Average Species Reported on a Survey by Expert Surveyors: 23.37"
"Average Species Reported on a Survey by Novice Surveyors: 15.76"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
42020118,"Oil Spring",3,0,1,4,0,3,6:55
42020119,"Westcott Shoals",1,0,0,0,0,0,0:39
42020120,"Judith Rock South",1,0,4,2,0,7,8:13
42020121,"Nifty Rock",2,0,1,4,0,3,6:22
42020122,"Crab City",0,0,2,0,0,3,3:51
42020123,"Abalone Alley",0,0,1,0,0,0,0:50
420202,"Santa Rosa",31,0,19,190,0,18,168:28
42020201,"East End Pinnacles",11,0,6,44,0,7,39:36
42020202,"Scallop Reef",2,0,0,18,0,0,12:49
42020203,"East Point",6,0,5,63,0,3,50:16
42020204,"Rancho Viejo",2,0,1,7,0,2,10:54
42020205,"Rodes Reef",3,0,0,3,0,0,3:35
42020206,"Johnsons Lee (south)",2,0,1,2,0,3,5:58
42020207,"Johnsons Lee (north)",1,0,2,5,0,3,7:41
42020208,"Aggi Wreck",0,0,0,1,0,0,0:41
42020210,"Eagle Rock",0,0,2,15,0,0,13:41
42020211,"South Point/Chickasaw Wreck",4,0,0,30,0,0,20:53
42020212,"Crown of England Anchor",0,0,0,1,0,0,0:19
42020213,"Aggi Shipwreck",0,0,0,1,0,0,0:24
42020214,"South Point West",0,0,1,0,0,0,0:45
42020215,"Carrington Point Central",0,0,1,0,0,0,0:56
420203,"Santa Cruz Island",122,0,129,503,9,111,642:51
42020301,"Alberts Anchorage",3,0,10,6,0,5,19:51
42020302,"Yellow Banks",3,0,9,0,0,3,11:53
42020303,Sailboat,1,0,0,5,0,0,3:19
42020304,"Potato Rock",2,0,3,7,0,4,11:48
42020305,"Pelican Bay",4,0,2,9,4,3,15:49
42020306,"Three Sisters",1,0,1,2,1,0,3:31
42020307,"White Ribbon",1,0,0,2,0,0,1:25
42020308,"Peacock Wreck",1,0,0,3,0,1,2:34
42020309,"Willows Cove",0,0,2,4,0,1,5:19
42020310,"Bowens Point",2,0,0,6,0,4,8:54
42020312,"Black Bay",0,0,0,1,0,0,0:47
42020313,"Gull Island",15,0,1,61,0,2,56:55
42020314,"Drop-Off Reef",0,0,0,2,0,0,0:51
42020315,"Forney's Cove",0,0,0,4,0,1,2:50
42020316,"Scorpion Anchorage -East Scorpion",8,0,1,56,0,2,47:37
42020317,"Cuevo Valdez / Echo Point",8,0,4,25,0,3,28:52
42020318,"Big Rock",3,0,0,4,0,0,5:09
42020319,"Little Scorpion",5,0,2,4,0,7,13:09
42020320,"Green Grotto",3,0,0,5,0,0,5:57
42020321,"Quail Rock",1,0,4,39,0,4,35:23
42020322,"Cavern Point",1,0,5,2,0,3,7:48
42020323,"Prisoner's Harbor",2,0,1,1,0,0,3:18
42020324,"Fry's Harbor",2,0,9,11,3,5,22:51
42020325,"Travis Rock",0,0,0,1,0,0,0:38
42020326,"Lobster Spot / Scorpion Wall",0,0,1,4,0,2,6:56
42020327,"The Towers",0,0,1,4,0,0,4:02
42020328,"Yellow Banks",1,0,3,12,0,3,14:07
42020329,"Sandstone Point",2,0,4,12,0,2,13:34
42020330,"Middle Anchorage",0,0,0,14,0,0,7:47
42020331,"Coches Prietos Anchorage",2,0,6,6,0,6,16:02
42020332,"Painted Cave Annex",2,0,1,19,0,0,15:01
42020333,"Diablo Pinnacle",1,0,0,17,0,1,10:28
42020334,"West Cove",1,0,0,16,0,0,10:08
42020335,"Spelunkers / Adams Cave",10,0,3,46,0,2,46:00
42020336,"Potato Harbor",2,0,2,2,0,0,4:23
42020337,"Cobra Head",5,0,1,14,0,2,14:45
42020338,"Punta Arena",8,0,0,22,0,0,24:35
42020339,"Grummen Guardian Airplane",0,0,0,1,0,0,0:20
42020340,"Lady's Anchorage Santa Cruz Island",0,0,0,5,0,0,5:45
42020341,"Platt's (Santa Cruz Island)",0,0,3,2,0,2,6:41
42020342,"Hazzards / Hazzard Wall",0,0,1,4,0,3,5:53
42020343,"Scorpion Anchorage / West Scorpion / Big Scorpion",7,0,3,9,0,0,15:09
42020344,"West Posa Point",2,0,0,3,0,0,3:08
42020345,"Kinton Point",3,0,0,2,0,0,3:26
42020346,"Fraser Point",1,0,1,0,0,0,1:41
42020347,"Pedro Reef",1,0,2,0,0,0,2:22
42020348,"Flame Reef",0,0,3,3,0,0,4:35
42020349,"East of Golfball (southside Santa Cruz Is)",1,0,0,1,0,1,2:02
42020350,"Hungry Man Cove (nr E end, close to Smugglers Cove)",2,0,2,0,0,1,3:02
42020351,"Fern Grotto",1,0,2,6,0,1,8:02
42020352,"Blue Banks",1,0,3,3,0,3,8:16
42020353,"Inside Painted Cave Marine Preserve",0,0,0,10,1,2,6:33
42020354,"Palm Park",0,0,2,0,0,2,3:37
42020355,"Near Eagle Rock",0,0,0,0,0,1,0:59
42020356,"Near Profile Point (Painted Cave Marine Preserve)",0,0,0,0,0,1,1:06
42020357,"Diablo Point",0,0,0,0,0,4,2:47
42020359,"Wizard's Sleeve",0,0,0,0,0,2,1:12
42020360,"Donna's Wall",0,0,1,0,0,1,1:34
42020361,"Whale Rock",1,0,2,4,0,2,7:40
42020362,"Coches Prietos",1,0,2,0,0,1,3:47
42020363,"Cobble Cave",0,0,1,0,0,0,0:52
42020364,"Ten Fathoms / 10 Fathoms",0,0,2,0,0,0,1:53
42020365,"Echo Wall",0,0,0,0,0,1,0:50
42020366,"Tiny's Landing",0,0,2,0,0,1,2:43
42020368,"Bump Rock",0,0,0,0,0,2,1:33
42020369,"Coche Cove",0,0,0,0,0,1,0:36
42020370,"Five Stones",0,0,1,0,0,1,1:30
42020371,"The Antfarm",0,0,2,0,0,1,2:25
42020372,"Calico Reef",0,0,0,0,0,1,0:55
42020373,"Morse Point",0,0,3,0,0,0,2:52
42020374,"Yellow Bank Site 1",0,0,0,0,0,2,1:18
42020375,"Yellow Bank Site 2",1,0,1,0,0,1,2:08
42020376,"Yellow Bank Site 3",0,0,0,0,0,1,0:45
42020377,"Wrench Rock",0,0,2,0,0,0,1:14
42020378,Tiny's,0,0,2,0,0,0,2:09
42020379,Shades,0,0,2,0,0,0,2:04
42020380,"Emerald Gardens and Caves",0,0,4,0,0,0,3:30
42020381,"Pedro Point Caves",0,0,0,0,0,1,0:55
42020382,Athens,0,0,1,0,0,0,0:51
42020384,"Painted Cave ",0,0,1,0,0,0,0:51
42020385,"Sea Lion Pinnacle",0,0,1,0,0,0,0:47
42020386,"Diablo Bay",0,0,0,0,0,1,0:53
42020387,"Arch Rock",0,0,1,0,0,2,2:21
42020388,Nemesis,0,0,0,0,0,1,0:41
42020389,"Double Arch",0,0,0,0,0,1,0:42
420204,"Anacapa Island",129,0,48,287,6,61,377:29
42020401,"Cat Rock",8,0,4,8,0,4,17:04
42020402,"Rat Rock",10,0,2,20,0,1,22:58
42020403,"Coral Reef (Anacapa Sea Cove - West)",17,0,8,31,0,3,42:03
42020404,"Happy Dog Rock",2,0,0,0,0,0,2:05
42020405,"Surveyor's Rock",4,0,2,5,0,0,6:34
42020406,"Lighthouse / Landing Cove Point",1,0,1,11,0,1,9:12
42020407,"Landing Cove / Landing Cove Arch",18,0,2,64,0,3,57:28
42020408,"East Fish Camp",2,0,1,2,0,0,3:30
42020409,"West End Anacapa -south side",1,0,1,5,0,1,5:24
42020410,"West End Anacapa - north side",5,0,0,7,0,3,11:07
42020411,"Underwater Island",4,0,1,6,0,1,9:30
42020412,"Arch Rock (Anacapa Island)",4,0,0,25,0,1,21:32
42020413,"Goldfish Bowl",15,0,4,41,0,4,47:22
42020414,"Portuguese Rock (Sailboat Cove)",4,0,2,8,0,4,14:24
42020415,"Cathedral Cove",8,0,7,20,1,12,34:43
42020416,"Admiral's Cove",4,0,0,4,0,0,5:54
42020417,"Winfield Scott",1,0,0,2,0,0,2:00
42020418,"Frenchy's Cove",6,0,1,2,0,2,7:36
42020419,"Middle reef - Backside Anacapa",0,0,1,3,0,2,4:27
42020420,"Garden Spot",1,0,1,3,0,0,3:51
42020421,"Gunsight Reef",1,0,0,0,0,0,0:54
42020422,Channels,3,0,1,2,0,3,6:59
42020423,"Seabass Reef (Anacapa Island)",1,0,0,0,0,0,0:45
42020424,"Underwater Arch at Sea Lion Haulout (southside of island)",0,0,0,1,0,0,0:40
42020425,"The Caverns (Anacapa)",1,0,0,5,0,4,6:43
42020426,"Landing Cove (Anacapa)",2,0,1,3,5,6,10:30
42020427,"Parallel Reefs",0,0,0,0,0,2,1:18
42020428,"Bat Cave",0,0,1,0,0,0,0:47
42020429,"Far West",0,0,1,0,0,0,1:06
42020430,"Landslide (West Anacapa)",2,0,0,1,0,0,2:01
42020431,"Upper Aquarium",1,0,3,0,0,0,2:26
42020432,"Lower Aquarium",0,0,1,0,0,0,0:50
42020433,"Winfield Scott Outside",1,0,0,1,0,0,1:49
42020434,Canyons,0,0,0,4,0,1,4:11
42020435,"Trash Dump / Garbage Cove",0,0,0,1,0,0,0:42
42020436,"Coral Pinnacle",0,0,1,0,0,0,0:36
42020437,"Randy's New Site",0,0,1,0,0,0,0:55
42020439,"Twin Bay Point",2,0,0,0,0,0,1:50
42020440,"Pelican Preserve - Anacapa Island",0,0,0,0,0,1,0:49
42020441,"Amphitheater (Anacapa)",0,0,0,0,0,1,0:42
42020442,"Sea Lion Beach (Anacapa)",0,0,0,0,0,1,0:55
4203,"Southern Channel Islands",135,0,404,854,14,519,1470:59
420301,"Santa Barbara",80,0,52,303,0,42,339:51
42030102,"Landing Cove North Buoy",8,0,4,18,0,2,21:53
42030103,"Landing Cove South Buoy",6,0,1,30,0,2,29:19
42030104,"South East Side SBI",9,0,1,59,0,2,43:04
42030105,"Sutil Island",17,0,9,58,0,3,63:34
42030106,"Elephant Seal Cove / East Elephant Seal",5,0,1,37,0,1,32:33
42030107,"Sea Lion Rookery",11,0,7,33,0,5,42:17
42030108,"Cat Canyon",9,0,3,24,0,3,32:23
42030109,"Hidden Reef",7,0,1,22,0,1,19:47
42030110,"Arch Reef / Santa Barbara Arch",6,0,7,18,0,2,23:03
42030111,"Shearwater Point",2,0,0,3,0,0,2:53
42030112,"Ray Ridge",0,0,1,0,0,0,0:46
42030113,"Cat Plateau, SE SBI",0,0,5,0,0,2,4:48
42030114,"Maytag Point SE Sutil Island",0,0,5,0,0,6,8:32
42030115,"Graveyard Caynon",0,0,4,0,0,2,4:18
42030116,Deckers,0,0,1,0,0,0,1:04
42030117,"Southeast Reef",0,0,1,1,0,2,3:03
42030118,"Arch Point",0,0,0,0,0,2,1:24
42030119,"Shag Rock",0,0,0,0,0,1,0:19
42030120,"Reserve Reef",0,0,1,0,0,2,2:04
42030121,"Webster Point (Santa Barbara)",0,0,0,0,0,1,0:45
42030122,"Kelp Skyline",0,0,0,0,0,1,0:44
420302,"Catalina Island",42,0,281,465,13,412,942:54
42030200,"Catalina Island General Area - no site specified",0,0,0,8,0,9,14:56
42030201,"Casino Point",4,0,33,82,0,95,153:04
42030202,"U/W Snorkel Park (Lover's Cove - Avalon)",0,0,1,4,0,2,5:05
42030203,"Toyon Bay",1,0,0,24,0,0,14:42
42030204,"Farnsworth Banks",6,0,20,7,0,22,33:00
42030205,"Hen Rock",1,0,29,12,1,27,61:00
42030206,"Pirates Cove",0,0,10,5,0,18,30:57
42030207,"Torqua Springs",1,0,13,3,2,12,27:09
42030208,"Long Point, Catalina",0,0,4,16,0,7,19:22
42030209,"Guano Rock / Bird Rock",4,0,12,21,2,11,38:59
42030210,"Big Fishermans Cove",5,0,0,53,0,11,50:43
42030211,"Hamilton Cove",0,0,0,1,1,0,4:20
42030212,"Two Harbors (Isthmus Cove)",2,0,7,21,2,12,39:10
42030213,"Land's End",0,0,0,1,0,1,1:18
42030214,"Parson's Landing",0,0,5,3,0,2,7:09
42030215,"Middle Quarry",0,0,0,6,0,2,5:21
42030216,"Lion's Head",0,0,5,3,0,10,16:00
42030217,"Campus by the Sea",0,0,0,1,0,0,0:30
42030218,"Ship Rock",2,0,9,18,1,14,36:12
42030219,"Gallagher's Cove",0,0,0,1,0,0,1:10
42030220,"Italian Gardens",2,0,1,8,0,5,11:04
42030221,"Yellowtail Point",0,0,3,7,0,4,11:30
42030222,"Eagle Reef",1,0,13,18,0,9,34:15
42030223,"Blue Caverns",1,0,2,8,0,1,8:51
42030224,"Black Point",0,0,0,1,0,3,2:31
42030225,"Indian Rocks",0,0,6,9,0,11,19:37
42030226,"Red Bluffs",0,0,0,1,0,2,3:02
42030227,"Doctor's Cove",0,0,0,4,0,4,6:05
42030228,"USC Preserve -Cataline Island",0,0,0,10,0,0,6:36
42030229,"Sea Fan Grotto",0,0,3,7,2,12,17:29
42030230,"Eel Rock / Eel Cove",0,0,2,12,0,5,15:05
42030231,"Little Geiger",0,0,0,6,1,3,7:31
42030232,"Little Gibraltar Point",0,0,1,2,0,1,2:28
42030233,"Twin Rocks",1,0,2,14,0,3,15:22
42030234,"Please use 42030235 (was West Quarry)",0,0,0,2,0,0,1:43
42030235,"West Quarry",0,0,1,7,0,1,6:32
42030236,"Howlands Landing (near two harbors)",0,0,0,2,0,4,4:46
42030237,"Goat Harbor",1,0,13,4,1,8,22:42
42030238,"Rippers Cove",1,0,5,1,0,3,8:32
42030239,"Empire Landing (Catalina Island)",0,0,0,1,0,5,3:52
42030240,"Blue Car",0,0,8,1,0,9,15:21
42030241,"Africa West",0,0,3,1,0,5,6:22
42030242,"Big Geiger Reef",0,0,3,0,0,7,8:26
42030243,"Arrow Point",0,0,4,3,0,2,7:09
42030244,"Cape Cortes / Cape of Cortez",0,0,4,3,0,3,7:55
42030245,"Iron Bound Cove",0,0,1,1,0,2,3:28
42030246,"Johnson's Rocks",0,0,2,5,0,1,6:32
42030247,"Old Rock Quarry",5,0,13,3,0,9,22:32
42030248,"Can Dump",0,0,0,0,0,1,0:52
42030249,"Old Crane / Crane Point",0,0,0,15,0,3,15:12
42030250,"Empire Beach",0,0,0,0,0,1,0:50
42030251,"Black Rock",0,0,4,0,0,2,5:03
42030252,"Deadmans (Catalina) / Schaefer's",0,0,0,0,0,3,3:09
42030253,"Rusty Pipes",0,0,0,0,0,1,0:53
42030254,"Fraggle Rock",0,0,0,0,0,1,1:06
42030255,Krolls,0,0,4,0,0,12,11:53
42030256,"Nooks and Crannies",0,0,0,0,0,1,1:04
42030257,"Little Farnsworth",0,0,2,0,0,2,2:31
42030258,"Garibaldi Reef",0,0,2,0,0,0,1:28
42030259,"Cactus Cove",0,0,2,0,0,0,1:56
42030260,"West Point / West End",0,0,4,0,0,3,5:05
42030261,"Lulu Reef",0,0,4,0,0,0,3:59
42030262,"Stony Point",0,0,2,0,0,0,1:56
42030263,"Foul Point",0,0,2,0,0,0,1:56
42030264,Starlight,0,0,6,7,0,0,10:31
42030265,"Reflector Cove",0,0,8,0,0,1,9:09
42030266,"Valiant Shipwreck",0,0,1,0,0,1,1:03
42030267,"Intake Pipes",2,0,0,7,0,0,6:26
42030268,"Chalk Cliff Cove",1,0,0,0,0,0,0:50
42030269,"Pedestal Rock",0,0,1,0,0,1,1:12
42030271,"Whale Rock",0,0,1,0,0,0,0:53
42030273,Pumpernickel,1,0,0,3,0,0,3:00
42030274,"Miracle Pinnacle",0,0,0,1,0,0,0:58
42030275,"East of Stuart Cove",0,0,0,1,0,0,1:01
42030276,"Emerald Point",0,0,0,0,0,1,0:52
42030277,"Tasty Rock",0,0,0,0,0,1,0:41
420303,"San Nicholas",0,0,0,1,0,0,0:20
420304,"San Clemente Island",13,0,71,80,0,65,183:51
42030401,"Pyramid Head",1,0,4,6,0,0,8:28
42030402,"Pyramid Point",1,0,0,2,0,0,1:39
42030403,"Pyramid Cove",3,0,4,3,0,0,7:40
42030404,"Window Pane",0,0,1,10,0,2,13:58
42030405,Blockhouse,0,0,0,6,0,0,4:54
42030406,"Little Window",0,0,0,1,0,0,0:25
42030407,"Castle Rock",0,0,0,1,0,0,0:30
42030408,"East of Middle Light",0,0,0,1,0,0,0:45
42030409,"Little Flower",0,0,5,8,0,4,13:06
42030410,"Fish Hook",1,0,6,5,0,5,12:59
42030411,Disneyland,0,0,3,5,0,3,7:27
42030412,"Half Boilers",0,0,0,1,0,0,0:52
42030413,"Inside LCI",0,0,0,1,0,0,0:31
42030414,"Froggy Rocks",0,0,0,1,0,0,0:24
42030415,"China Point Plateau",0,0,0,2,0,3,3:41
42030416,"Calico Cove",0,0,0,4,0,1,4:37
42030417,Arrowhead,0,0,1,6,0,1,6:43
42030418,"Bat Ray City",0,0,3,1,0,0,3:03
42030419,"Proud Bird",0,0,0,2,0,0,1:32
42030420,"Northwest Harbor",0,0,5,0,0,2,7:46
42030421,"Wilson Cove",0,0,1,0,0,0,1:00
42030422,"West Cove",0,0,0,0,0,2,4:05
42030423,"Wilson Cove Pier",0,0,1,0,0,0,0:55
42030424,"Wilson Cove Pier South",1,0,0,0,0,0,0:45
42030425,"South Wilson Cove",1,0,0,0,0,0,0:58
42030426,"Dune Point San Clemente Island",0,0,2,0,0,3,3:36
42030427,"Nosc Pier South",0,0,1,0,0,0,0:45
42030428,"Nosc Pier North",0,0,1,0,0,0,0:55
42030429,"Bill's Big Hairy Crack",0,0,1,0,0,2,1:52
42030430,"East Wall #2",0,0,1,0,0,3,2:34
42030431,"East Wall #1 / East End Wall / East of Bliss",0,0,1,2,0,4,5:09
42030432,Sunpoint,0,0,1,0,0,0,0:48
42030433,"Petter's Rock",0,0,1,2,0,0,2:22
42030434,"The Garage",0,0,3,0,0,1,3:06
42030435,"Twin Peaks (East Side)",0,0,1,1,0,2,2:43
42030436,"Twin Peaks (West Side)",0,0,3,1,0,0,3:06
42030437,"Neptune's Wall",0,0,3,0,0,2,3:59
42030438,"Octopus Garden",0,0,0,1,0,3,3:25
42030439,"Little Arch / Pyramid Arch",0,0,2,0,0,2,3:22
42030440,"Arch Pinnacle",0,0,1,0,0,3,2:51
42030441,"Cliffs of Insanity",0,0,2,0,0,1,2:33
42030442,"Danny's Dive Inn / Sun Point Amphitheater / Caverns",0,0,0,0,0,5,3:26
42030443,"Mosquito Wall",0,0,2,2,0,1,5:11
42030444,"Perry's Cave",0,0,1,0,0,0,0:41
42030445,"Black Caverns",0,0,2,0,0,0,1:48
42030446,"Two Caves",0,0,1,0,0,0,0:51
42030447,"Scream Wall",0,0,0,0,0,2,1:16
42030448,"Little Finger Wall",0,0,2,0,0,1,2:29
42030450,"Inside Boiler ",0,0,4,0,0,0,3:27
42030451,"Inside Boiler 2",0,0,1,0,0,0,1:02
42030452,"West Disneyland",0,0,0,0,0,2,1:35
42030453,"Bat Ray Cove",2,0,0,0,0,0,2:10
42030454,"Soupfin Reef",0,0,0,1,0,0,0:42
42030455,"Runway Point ",0,0,0,0,0,2,1:17
42030456,"Runway South",0,0,0,0,0,2,1:51
42030457,Bliss,0,0,0,0,0,1,0:44
420305,"Sutil Island",0,0,0,4,1,0,3:33
42030501,"The Notch",0,0,0,4,0,0,3:05
4204,"S Port Hueneme - N Point Fermin (LA County)",37,0,61,172,4,45,284:55
420401,"Leo Carillo State Beach",0,0,0,5,0,1,3:09
42040101,"Leo Carillo South",0,0,0,3,0,1,2:48
42040102,"Leo Carillo North",0,0,0,2,0,0,0:21
420402,"Point Dume",0,0,0,1,0,0,0:40
42040201,"Point Dume Submarine Canyon",0,0,0,1,0,0,0:40
420403,"Coral Beach",0,0,0,0,0,1,0:40
42040301,"Broad Beach",0,0,0,0,0,1,0:40
420404,"Malibu Beach",0,0,1,8,0,3,10:31
42040404,"Malibu Cove",0,0,0,0,0,1,1:00
42040405,"Escondido Beach (South)",0,0,0,3,0,0,2:15
42040406,"Escondido Beach (Middle)",0,0,0,1,0,0,0:23
42040408,"Escondido B4 (Paradise Cove Pier)/(Wooden House)",0,0,0,2,0,0,1:23
42040411,"Las Tunas State Beach",0,0,0,1,0,0,1:29
42040412,"120 Reef / Terranea Resort Beach",0,0,1,0,0,2,3:13
420405,"Santa Monica Bay (Topanga Beach - Manhattan State Park)",0,0,0,0,0,1,0:40
42040501,"Star of Scotland Wreck",0,0,0,0,0,1,0:40
420406,"South Santa Monica Bay (Manhattan Beach - Pt. Vincente)",31,0,57,110,4,28,202:42
42040601,"RAT Beach (Redondo and Torrance Beach)",8,0,7,20,0,0,20:32
42040602,"Malaga Cove",3,0,16,68,1,6,82:47
42040603,Haggerty's,0,0,8,5,0,2,23:03
42040604,"Flat Rock",0,0,1,0,0,0,0:49
42040605,"Rocky Point",0,0,0,3,0,0,1:51
42040607,"Redondo Beach Submarine Canyon",19,0,21,14,3,16,68:09
42040608,"Christmas Tree Cove",1,0,1,0,0,0,2:00
42040609,"Palawan wreck",0,0,3,0,0,4,3:31
420407,"Rancho Palos Verde (Pt. Vincente - White Point)",1,0,3,34,0,11,48:01
42040701,"Abalone Cove",0,0,0,1,0,1,1:37
42040702,"Long Point (old Marineland)",1,0,3,26,0,5,34:24
42040703,"Royal Palms Pipeline",0,0,0,1,0,0,0:53
42040704,"Inspiration Point",0,0,0,1,0,0,1:10
42040705,"Pt. Vincente Fishing Access",0,0,0,2,0,0,2:56
42040706,"Point Vincente",0,0,0,1,0,0,1:33
42040707,"Palos Verde Peninsula",0,0,0,1,0,5,5:08
420408,"West San Pedro (White Point - N. Point Fermin)",5,0,0,14,0,0,18:32
42040801,"White Point",5,0,0,5,0,0,12:21
4205,"S Point Fermin - N Dana Point",1,0,88,79,6,224,314:40
420501,"Long Beach",0,0,7,3,1,8,12:06
42050101,"Long Beach Navy Base Mole",0,0,0,1,0,0,0:35
42050102,"Olympic Wreck",0,0,5,2,1,7,7:56
42050103,"Cabrillo Beach",0,0,2,0,0,1,3:35
420502,"Huntington Beach",0,0,24,3,2,21,30:45
42050201,"Eureka Oil Platform",0,0,12,2,2,10,16:24
42050202,"Ellen / Elly Oil Platform",0,0,12,1,0,11,14:21
420503,"Newport Beach",0,0,0,1,0,2,7:58
42050301,"Newport Harbor",0,0,0,1,0,2,7:58
420504,"Laguna Beach",1,0,57,72,3,193,263:51
42050400,"Laguna Beach General Area - no site specified",0,0,1,6,0,9,10:18
42050401,"Fisherman's Cove",0,0,6,4,0,7,16:33
42050402,"Crescent Bay",0,0,2,4,0,13,16:00
42050403,"Diver's Cove",0,0,8,4,2,34,39:23
42050404,"Shaws Cove",0,0,28,13,1,105,125:56
42050405,"Cress Street",0,0,0,1,0,3,4:43
42050406,"Crystal Cove State Park - Reef Point",0,0,0,3,0,2,4:43
42050407,"Woods Cove",0,0,1,2,0,7,8:22
42050408,"Montage / Treasure Island / Goff Island",0,0,7,0,0,1,5:44
42050409,"Crystal Cove State Park - Historic District",0,0,1,30,0,0,15:15
42050411,"Heisler Park",1,0,0,3,0,6,7:37
42050413,"Salt Creek",0,0,3,0,0,0,2:50
42050414,"Picnic Point Reef",0,0,0,0,0,1,0:40
42050415,"Mussel Cove",0,0,0,1,0,1,1:06
42050416,"Corona del Mar",0,0,0,1,0,4,4:41
4206,"S Dana Point - N La Jolla",109,3,713,582,88,1704,2862:44
420601,"Encinitas Area",7,0,11,7,0,31,57:19
42060101,"Pipes - Cardiff Campground, San Elijo State Beach",6,0,0,5,0,4,18:47
42060102,"Swami's Beach, Encinitas",0,0,0,1,0,13,10:00
42060103,"Agua Hedionda West Basin",0,0,0,1,0,0,1:32
42060104,"North Bird Rock (La Jolla)",1,0,1,0,0,6,7:22
42060105,"Cardiff Outflow Pipes",0,0,7,0,0,0,7:54
42060108,Beacons,0,0,0,0,0,1,0:43
42060110,"Moonlight Beach",0,0,1,0,0,0,0:40
42060113,"South Cardiff Campgrounds",0,0,0,0,0,2,2:30
42060114,"Cardiff Reef",0,0,0,0,0,5,5:34
42060115,"Tabletops (Encinitas area)",0,0,2,0,0,0,2:17
420602,"Del Mar area",0,0,0,5,0,7,10:42
42060200,"Del Mar General Area - no site specified",0,0,0,1,0,0,0:47
42060201,"Torrey Pines Reef #2",0,0,0,1,0,2,1:44
42060202,"Corona Breakwater",0,0,0,2,0,1,2:59
42060203,"Little Corona",0,0,0,1,0,2,3:42
42060204,"Del Mar Boat Basin - Camp Pendleton",0,0,0,0,0,2,1:30
420603,"La Jolla",102,3,702,569,88,1664,2792:09
42060300,"La Jolla General Area - no site specified",0,0,3,2,0,1,4:51
42060301,"La Jolla Canyon",4,2,135,93,14,256,446:20
42060302,"Marine Room",14,0,72,65,5,115,263:46
42060303,"Wipeout Beach",0,0,3,1,0,1,4:32
42060304,"Shell Beach",0,0,0,1,0,1,1:30
42060305,"Boomer's Beach",1,0,1,5,0,6,14:07
42060306,"La Jolla Shores",16,1,367,221,53,884,1397:21
42060307,"Hospital Point",0,0,3,3,0,4,9:51
42060308,"Scripps Canyon (La Jolla Canyon Sumner Branch East)",0,0,33,13,7,85,91:58
42060309,"La Jolla Cove - general area",63,0,57,125,8,198,397:16
42060311,"God's Rock",0,0,3,0,0,5,5:17
42060312,"Caves at La Jolla Cove",0,0,4,2,0,7,14:19
42060313,"Scripps Pier",0,0,2,0,0,3,3:46
42060314,"Goldfish Pt. (b/t La Jolla Caves & Emerald Cove)",0,0,0,2,0,8,9:58
42060315,"La Jolla Cove Yellow Buoy",3,0,8,12,0,50,68:13
42060316,"Mia's Reef",0,0,2,0,0,0,1:23
42060318,"Children's Pool Beach / Casa Main",0,0,3,2,0,9,12:24
42060319,"South Casa",1,0,0,3,0,2,5:01
42060320,"Ghost Forest / Point La Jolla",0,0,0,1,0,3,3:07
42060321,"Wind n Sea Beach (Westbourne to Nautilus)",0,0,1,12,0,11,14:29
42060322,"Westbourne to Belvedere St.",0,0,0,4,0,5,6:06
42060324,"Dike Rock - Scripps State Marine Conservation Area",0,0,4,1,0,0,2:37
42060325,"West of Bird Rock, 1 mile",0,0,0,1,0,1,1:23
42060326,"Coast Blvd. Park",0,0,0,0,0,2,2:28
42060327,"Big Rock Reef (south La Jolla State Marine Reserve)",0,0,1,0,0,6,9:17
42060328,"Sunglass Rock (submerged rocks 1/4 mile N of Scripp's Pier)",0,0,0,0,1,1,0:49
420604,"San Clemente",0,0,0,1,0,2,2:34
42060401,"Seal Rock",0,0,0,1,0,1,1:34
42060402,"State beach Campground entry",0,0,0,0,0,1,1:00
4207,"S La Jolla - Tijuana",14,0,433,176,29,463,879:53
420701,"Mission Beach",10,0,298,78,15,242,567:52
42070100,"Mission Beach General Area - no site specified",0,0,0,1,0,0,0:45
42070101,"Ruby E",1,0,19,17,0,41,41:37
42070102,"HMCS Yukon",3,0,43,30,7,69,86:58
42070103,"Hospitality Point (Mission Bay)",3,0,33,1,0,3,43:35
42070104,"El Ray",0,0,0,5,0,2,4:09
42070105,"NOSC  Tower",0,0,7,4,1,19,19:52
42070106,"Ingraham Street Bridge",0,0,5,0,1,4,6:20
42070107,"Bonita Cove (Mission Bay Park)",0,0,0,0,0,5,5:20
42070108,"Mission Beach Artificial Reef (b/t Ingraham St. Bridge & NOSC)",0,0,0,1,0,11,10:04
42070109,"Mariners Basin (Mission Bay)",1,0,0,2,0,19,19:25
42070110,"Mission Point from beach",2,0,15,10,0,37,70:33
42070111,"Mission Point Southside of jetty",0,0,12,3,1,17,45:49
42070113,"Mission Point off Bayside Lane",0,0,103,1,5,7,129:37
42070114,"Mission Bay Inlet (along parking lot)",0,0,60,0,0,7,79:36
42070115,"South Mission Beach (North side of Jetty)",0,0,1,2,0,0,2:25
